,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1981-82,20,WASHST,30,592,57,119,,,39,65,,65,56,32,10,61,70,153,.479,,.600,19.7,5.1,2.2,1.9
1982-83,21,WASHST,30,911,145,265,,,69,109,,97,135,59,11,106,84,359,.547,,.633,30.4,12.0,3.2,4.5
Career,,,60,1503,202,384,,,108,174,,162,191,91,21,167,154,512,.526,,.621,25.1,8.5,2.7,3.2
