Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Jo Jo English,,0.1,0,-0.1
Dell Demps,-83.6,0.2,0,0
Jarell Eddie,-88.0,0.1,0.1,0
Michael Hawkins,-90.3,0.2,0,0
Demetrius Jackson,-91.0,0.2,0.1,-0.1
Jamison Brewer,-91.6,0.2,0,0
Dominique Jones,-91.6,0.2,0,0
A.J. Guyton,-91.7,0.3,0.1,-0.1
Jimmy Oliver,-91.7,0.2,0.2,-0.1
Willie Smith,-91.8,0.3,0,0
Awvee Storey,-91.8,0.2,0.1,0
