Season,Team,Lg,Salary
1985-86,San Antonio Spurs,NBA,"$85,700"
1987-88,Phoenix Suns,NBA,"$125,000"
1988-89,Phoenix Suns,NBA,"$200,000"
1990-91,Minnesota Timberwolves,NBA,"$830,000"
1991-92,Utah Jazz,NBA,"$922,000"
1992-93,Utah Jazz,NBA,"$1,100,000"
1993-94,Utah Jazz,NBA,"$1,400,000"
1994-95,Atlanta Hawks,NBA,"$1,600,000"
1995-96,Sacramento Kings,NBA,"$1,700,000"
1996-97,Atlanta Hawks,NBA,"$247,500"
1997-98,Atlanta Hawks,NBA,"$326,700"
1998-99,Atlanta Hawks,NBA,"$2,400,000"
1999-00,Sacramento Kings,NBA,"$510,000"
2000-01,Toronto Raptors,NBA,"$1,000,000"
Career,(may be incomplete),,"$12,446,900"
