Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1950-51,21,TOT,NBA,,61,NA,NA,0.364,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950-51,21,SYR,NBA,,47,NA,NA,0.375,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950-51,21,INO,NBA,,14,NA,NA,0.341,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-52,22,INO,NBA,SF,63,1254,13.9,0.442,0.525,NA,NA,NA,NA,NA,1.3,1.6,2.9,0.112
1952-53,23,PHW,NBA,SF,64,1788,10.3,0.393,0.33,NA,NA,NA,NA,NA,-0.8,1,0.1,0.004
1953-54,24,MLH,NBA,SF,21,380,10.9,0.382,0.438,NA,NA,NA,NA,NA,-0.3,0.3,0.1,0.007
Career,NA,,NBA,,209,3422,11.7,0.402,0.429,NA,NA,NA,NA,NA,0.2,2.9,3.1,0.044
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,INO,NBA,,77,1254,13.9,0.424,0.494,NA,NA,NA,NA,NA,1.3,1.6,2.9,0.112
1 season,NA,PHW,NBA,,64,1788,10.3,0.393,0.33,NA,NA,NA,NA,NA,-0.8,1,0.1,0.004
1 season,NA,SYR,NBA,,47,NA,NA,0.375,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MLH,NBA,,21,380,10.9,0.382,0.438,NA,NA,NA,NA,NA,-0.3,0.3,0.1,0.007
