Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1950-51,21,INO,NBA,,1,NA,NA,2,6,0.333,1,1,1,1,0,3,5
1951-52,22,INO,NBA,SF,2,NA,10,0,3,0,0,0,NA,0,0,3,0
Career,NA,,NBA,,3,NA,10,2,9,0.222,1,1,1,1,0,6,5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,INO,NBA,,3,NA,10,2,9,0.222,1,1,1,1,0,6,5
