Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1970-71,25,FLO,ABA,C,6,NA,43,6,22,0.273,0,2,0,6,20,0.3,0.273,4,6,0.667,3,12,15,4,NA,1,11,16
Career,NA,,ABA,,6,NA,43,6,22,0.273,0,2,0,6,20,0.3,0.273,4,6,0.667,3,12,15,4,NA,1,11,16
