Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1970-71,25,FLO,ABA,C,70,NA,1151,170,372,0.457,0,1,0,170,371,0.458,0.457,72,120,0.6,102,228,330,54,NA,75,209,412
1971-72,26,FLO,ABA,C,6,NA,63,6,14,0.429,0,0,NA,6,14,0.429,0.429,9,15,0.6,7,21,28,6,NA,7,11,21
Career,NA,,ABA,,76,NA,1214,176,386,0.456,0,1,0,176,385,0.457,0.456,81,135,0.6,109,249,358,60,NA,82,220,433
