,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1970-71,25,FLO,ABA,,8,,0,,,,4,7,,,,,,,,19
1971-72,26,FLO,ABA,,3,,0,,,,3,5,,,,,,,,6
Career,,,,,8,,0,,,,4,7,,,,,,,,19
