,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1952-53,21,TOT,NBA,,9,,4,10,,,5,21
1952-53,21,BLB,NBA,,9,,4,10,,,5,21
Career,,,,,9,,4,10,,,5,21
