,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2009-10,20,SAC,NBA,46:14,13,26,3,7,13,25,16,19,3,10,11,13,4,3,8,6,34,30.8
2010-11,21,SAC,NBA,48:26,14,29,3,7,13,26,8,11,3,10,10,12,5,3,6,6,35,29.3
2011-12,22,SAC,NBA,48:23,12,22,2,6,12,21,14,14,4,10,11,10,6,3,6,5,31,29.0
2012-13,23,SAC,NBA,44:27,11,19,4,6,10,16,9,12,3,8,11,8,5,3,6,5,29,28.2
2013-14,24,NOP,NBA,43:24,14,26,2,7,13,20,12,16,4,9,13,15,4,2,7,5,41,37.5
2014-15,25,NOP,NBA,43:05,14,25,4,8,14,23,8,11,3,11,12,16,4,3,7,6,34,26.3
2015-16,26,NOP,NBA,40:31,10,22,5,7,8,16,8,8,3,10,12,13,4,1,5,5,27,24.7
2016-17,27,TOT,NBA,28:31,10,16,4,6,8,13,7,8,3,6,6,9,4,2,4,4,29,27.3
2016-17,27,NOP,NBA,27:48,10,16,4,6,8,13,7,7,3,6,6,9,4,2,4,4,29,27.3
2016-17,27,SAC,NBA,28:31,9,15,3,6,6,11,6,8,1,5,6,5,2,2,4,3,26,23.1
2017-18,28,MEM,NBA,40:36,13,24,6,11,11,18,14,15,4,11,13,12,3,3,6,5,32,31.5
2018-19,29,IND,NBA,33:04,9,17,5,8,9,15,7,8,3,9,10,7,4,2,6,5,27,20.4
Career,,,,48:26,14,29,6,11,14,26,16,19,4,11,13,16,6,3,8,6,41,37.5
5 Seasons,,SAC,NBA,48:26,14,29,4,7,13,26,16,19,4,10,11,13,6,3,8,6,35,30.8
4 Seasons,,NOP,NBA,43:24,14,26,5,8,14,23,12,16,4,11,13,16,4,3,7,6,41,37.5
1 Season,,IND,NBA,33:04,9,17,5,8,9,15,7,8,3,9,10,7,4,2,6,5,27,20.4
1 Season,,MEM,NBA,40:36,13,24,6,11,11,18,14,15,4,11,13,12,3,3,6,5,32,31.5
