,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2018-19,20,SAS,NBA,25:52,6,11,3,5,3,8,4,4,0,5,5,2,2,1,3,2,16,10.9
2019-20,21,SAS,NBA,34:53,10,18,4,7,6,11,5,6,3,7,7,4,3,3,3,5,28,19.5
Career,,,,34:53,10,18,4,7,6,11,5,6,3,7,7,4,3,3,3,5,28,19.5
