Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,26,AND,NBA,,8,NA,NA,26,96,0.271,43,48,0.896,NA,19,24,95
1951-52,28,FTW,NBA,SG,2,NA,81,6,24,0.25,5,6,0.833,6,9,10,17
1952-53,29,FTW,NBA,SG,8,NA,146,13,42,0.31,19,25,0.76,9,11,23,45
1953-54,30,FTW,NBA,SG,4,NA,106,15,36,0.417,11,16,0.688,12,10,7,41
1954-55,31,FTW,NBA,SG,11,NA,269,48,120,0.4,31,38,0.816,22,27,26,127
1955-56,32,FTW,NBA,PG,10,NA,166,26,68,0.382,17,21,0.81,12,17,15,69
Career,NA,,NBA,,43,NA,768,134,386,0.347,126,154,0.818,61,93,105,394
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,FTW,NBA,,35,NA,768,108,290,0.372,83,106,0.783,61,74,81,299
1 season,NA,AND,NBA,,8,NA,NA,26,96,0.271,43,48,0.896,NA,19,24,95
