Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,26,AND,NBA,,64,NA,NA,NA,NA,0.318,NA,NA,0.824,NA,NA,NA,NA
1950-51,27,TRI,NBA,,68,NA,NA,NA,NA,0.322,NA,NA,0.823,NA,NA,NA,NA
1951-52,28,FTW,NBA,SG,66,NA,2672,4.6,13.1,0.352,4.9,5.8,0.848,3.1,3.1,3,14.2
1952-53,29,FTW,NBA,SG,68,NA,1910,4.6,13.2,0.351,4.4,5.6,0.795,2.5,2.7,3.9,13.7
1953-54,30,FTW,NBA,SG,64,NA,973,4.9,13,0.375,5.1,6.7,0.753,2.9,3.4,3.7,14.8
1954-55,31,FTW,NBA,SG,71,NA,1381,6.2,16.2,0.38,5.7,6.6,0.851,3.3,3.7,3.5,18
1955-56,32,FTW,NBA,PG,37,NA,680,4.1,13.9,0.297,3.8,4.7,0.818,4.7,3.9,3.3,12.1
Career,NA,,NBA,,438,NA,7616,4.9,13.8,0.34,4.9,5.9,0.821,3.1,3.2,3.4,14.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,FTW,NBA,,306,NA,7616,4.9,13.8,0.355,4.9,5.9,0.82,3.1,3.2,3.4,14.6
1 season,NA,TRI,NBA,,68,NA,NA,NA,NA,0.322,NA,NA,0.823,NA,NA,NA,NA
1 season,NA,AND,NBA,,64,NA,NA,NA,NA,0.318,NA,NA,0.824,NA,NA,NA,NA
