Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,26,AND,NBA,,64,NA,NA,5.8,18.1,0.318,6.3,7.6,0.824,NA,3,3,17.8
1950-51,27,TRI,NBA,,68,NA,NA,5.3,16.6,0.322,6.1,7.5,0.823,3.6,3.9,3.2,16.8
1951-52,28,FTW,NBA,SG,66,NA,40.5,5.2,14.7,0.352,5.6,6.6,0.848,3.5,3.5,3.3,15.9
1952-53,29,FTW,NBA,SG,68,NA,28.1,3.6,10.3,0.351,3.5,4.4,0.795,2,2.1,3,10.7
1953-54,30,FTW,NBA,SG,64,NA,15.2,2.1,5.5,0.375,2.1,2.8,0.753,1.2,1.4,1.6,6.3
1954-55,31,FTW,NBA,SG,71,NA,19.5,3.3,8.8,0.38,3.1,3.6,0.851,1.8,2,1.9,9.7
1955-56,32,FTW,NBA,PG,37,NA,18.4,2.1,7.1,0.297,1.9,2.4,0.818,2.4,2,1.7,6.2
Career,NA,,NBA,,438,NA,24.9,4,11.9,0.34,4.2,5.1,0.821,2.4,2.6,2.6,12.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,FTW,NBA,,306,NA,24.9,3.4,9.5,0.355,3.4,4.1,0.82,2.2,2.2,2.4,10.1
1 season,NA,TRI,NBA,,68,NA,NA,5.3,16.6,0.322,6.1,7.5,0.823,3.6,3.9,3.2,16.8
1 season,NA,AND,NBA,,64,NA,NA,5.8,18.1,0.318,6.3,7.6,0.824,NA,3,3,17.8
