Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,26,AND,NBA,,64,NA,NA,368,1156,0.318,402,488,0.824,NA,189,192,1138
1950-51,27,TRI,NBA,,68,NA,NA,363,1127,0.322,418,508,0.823,244,266,215,1144
1951-52,28,FTW,NBA,SG,66,NA,2672,342,972,0.352,367,433,0.848,232,233,220,1051
1952-53,29,FTW,NBA,SG,68,NA,1910,245,699,0.351,236,297,0.795,133,142,205,726
1953-54,30,FTW,NBA,SG,64,NA,973,132,352,0.375,137,182,0.753,79,92,100,401
1954-55,31,FTW,NBA,SG,71,NA,1381,237,623,0.38,217,255,0.851,127,142,133,691
1955-56,32,FTW,NBA,PG,37,NA,680,78,263,0.297,72,88,0.818,88,74,62,228
Career,NA,,NBA,,438,NA,7616,1765,5192,0.34,1849,2251,0.821,903,1138,1127,5379
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,FTW,NBA,,306,NA,7616,1034,2909,0.355,1029,1255,0.82,659,683,720,3097
1 season,NA,TRI,NBA,,68,NA,NA,363,1127,0.322,418,508,0.823,244,266,215,1144
1 season,NA,AND,NBA,,64,NA,NA,368,1156,0.318,402,488,0.824,NA,189,192,1138
