Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,26,AND,NBA,,64,NA,NA,0.415,0.422,NA,NA,NA,NA,NA,3.6,5.6,9.2,NA
1950-51,27,TRI,NBA,,68,NA,NA,0.424,0.451,NA,NA,NA,NA,NA,2.9,2.7,5.6,NA
1951-52,28,FTW,NBA,SG,66,2672,14.8,0.452,0.445,NA,NA,NA,NA,NA,4.3,1.8,6.1,0.11
1952-53,29,FTW,NBA,SG,68,1910,12.2,0.438,0.425,NA,NA,NA,NA,NA,1.6,1.4,3,0.076
1953-54,30,FTW,NBA,SG,64,973,15.6,0.464,0.517,NA,NA,NA,NA,NA,2,0.8,2.7,0.135
1954-55,31,FTW,NBA,SG,71,1381,15.7,0.47,0.409,NA,NA,NA,NA,NA,2.5,1.2,3.6,0.127
1955-56,32,FTW,NBA,PG,37,680,9.4,0.378,0.335,NA,NA,NA,NA,NA,-0.8,0.6,-0.2,-0.016
Career,NA,,NBA,,438,7616,13.9,0.435,0.434,NA,NA,NA,NA,NA,16.1,14,30.1,0.096
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,FTW,NBA,,306,7616,13.9,0.447,0.431,NA,NA,NA,NA,NA,9.6,5.7,15.3,0.096
1 season,NA,TRI,NBA,,68,NA,NA,0.424,0.451,NA,NA,NA,NA,NA,2.9,2.7,5.6,NA
1 season,NA,AND,NBA,,64,NA,NA,0.415,0.422,NA,NA,NA,NA,NA,3.6,5.6,9.2,NA
