Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1990-91,22,POR,NBA,PF,5,0,13,7.9,23.7,0.333,0,0,NA,7.9,23.7,0.333,0,0,NA,3.9,7.9,11.8,0,0,0,0,0,15.8,NA,87,113
1991-92,23,POR,NBA,PF,8,0,25,10.2,20.3,0.5,0,0,NA,10.2,20.3,0.5,4.1,8.1,0.5,0,8.1,8.1,4.1,0,0,4.1,8.1,24.4,NA,95,113
1992-93,24,BOS,NBA,PF,4,4,68,8.7,19,0.458,0,0,NA,8.7,19,0.458,0,0,NA,1.6,8.7,10.3,0.8,0,0.8,7.1,5.6,17.4,NA,72,113
Career,NA,,NBA,,17,4,106,9,19.9,0.45,0,0,NA,9,19.9,0.45,1,2,0.5,1.5,8.5,10,1.5,0,0.5,5.5,5.5,18.9,NA,80,113
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,POR,NBA,,13,0,38,9.4,21.5,0.438,0,0,NA,9.4,21.5,0.438,2.7,5.4,0.5,1.3,8,9.4,2.7,0,0,2.7,5.4,21.5,NA,93,113
1 season,NA,BOS,NBA,,4,4,68,8.7,19,0.458,0,0,NA,8.7,19,0.458,0,0,NA,1.6,8.7,10.3,0.8,0,0.8,7.1,5.6,17.4,NA,72,113
