Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1969-70,23,BAL,NBA,SG,56,1330,12,0.499,NA,0.328,NA,NA,NA,10.6,NA,NA,NA,NA,NA,1,1.2,2.2,0.079
1970-71,24,BUF,NBA,SG,73,1617,12.6,0.468,NA,0.339,NA,NA,5.3,14.2,NA,NA,NA,NA,NA,0.4,0.9,1.2,0.037
1971-72,25,BUF,NBA,SG,62,1068,13.5,0.486,NA,0.359,NA,NA,5.5,11.6,NA,NA,NA,NA,NA,0.7,0.2,0.9,0.042
1972-73,26,TOT,TOT,SG,51,836,10.1,0.484,0.068,0.329,3.6,3.6,4.3,10.8,NA,NA,12.2,20.7,NA,0.2,0.4,0.6,0.035
1972-73,26,BAL,NBA,SG,13,283,10.9,0.477,NA,0.212,NA,NA,5.8,9,NA,NA,NA,NA,NA,0.1,0.3,0.4,0.073
1972-73,26,MMT,ABA,SG,38,553,9.7,0.488,0.104,0.392,3.6,3.6,3.6,11.7,NA,NA,12.2,20.7,NA,0,0.1,0.2,0.016
Career,NA,,TOT,,242,4851,12.2,0.483,0.01,0.339,3.6,3.6,5.1,12,NA,NA,12.2,20.7,NA,2.3,2.7,5,0.049
,NA,,NBA,,204,4298,12.5,0.482,NA,0.333,NA,NA,5.4,12.1,NA,NA,NA,NA,NA,2.2,2.6,4.8,0.054
,NA,,ABA,,38,553,9.7,0.488,0.104,0.392,3.6,3.6,3.6,11.7,NA,NA,12.2,20.7,NA,0,0.1,0.2,0.016
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BUF,NBA,,135,2685,12.9,0.475,NA,0.347,NA,NA,5.3,13.1,NA,NA,NA,NA,NA,1.1,1.1,2.2,0.039
2 seasons,NA,BAL,NBA,,69,1613,11.8,0.495,NA,0.308,NA,NA,5.8,10.3,NA,NA,NA,NA,NA,1.1,1.5,2.6,0.078
1 season,NA,MMT,ABA,,38,553,9.7,0.488,0.104,0.392,3.6,3.6,3.6,11.7,NA,NA,12.2,20.7,NA,0,0.1,0.2,0.016
