,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,23,BAL,NBA,,17,,,,,,8,11,,,,,,,,,40
1970-71,24,BUF,NBA,,14,,,,,,12,13,,,,,,,,,32
1971-72,25,BUF,NBA,,13,,,,,,9,10,,,,,,,,,28
1972-73,26,BAL,NBA,,12,,,,,,6,6,,,,,,,,,26
1972-73,26,MMT,ABA,,8,,2,,,,7,8,,,,,,,,,22
Career,,,TOT,,17,,,,,,12,13,,,,,,,,,40
,,,NBA,,17,,,,,,12,13,,,,,,,,,40
,,,ABA,,8,,2,,,,7,8,,,,,,,,,22
,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,BUF,NBA,,14,,,,,,12,13,,,,,,,,,32
2 Seasons,,BAL,NBA,,17,,,,,,8,11,,,,,,,,,40
1 Season,,MMT,ABA,,8,,2,,,,7,8,,,,,,,,,22
