Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22,CLE,NBA,PF,82,NA,1862,4.1,10.6,0.383,NA,NA,NA,4.1,10.6,0.383,1.5,2.4,0.65,4,6.1,10.1,2.9,0.9,0.7,NA,3.7,9.7
1974-75,23,CLE,NBA,PF,82,NA,1991,5.3,11.6,0.455,NA,NA,NA,5.3,11.6,0.455,1.9,2.9,0.648,3.7,5.5,9.2,2.3,1.4,0.8,NA,2.7,12.4
1975-76,24,CLE,NBA,PF,82,NA,2913,4.9,10.8,0.458,NA,NA,NA,4.9,10.8,0.458,1.7,2.6,0.654,3.7,7.3,11,2.6,1.2,1.1,NA,2.6,11.6
1976-77,25,CLE,NBA,PF,81,NA,2672,4,8.9,0.451,NA,NA,NA,4,8.9,0.451,1.3,2.4,0.545,3.7,6.6,10.3,2.6,1.3,1.1,NA,2.9,9.3
1977-78,26,CLE,NBA,PF,80,NA,1798,3.5,7.8,0.449,NA,NA,NA,3.5,7.8,0.449,0.9,2,0.46,3.6,6.3,9.9,2,1.2,1,2.1,3.6,7.9
1978-79,27,TOT,NBA,PF,80,NA,1611,3.2,7.1,0.442,NA,NA,NA,3.2,7.1,0.442,0.6,1.4,0.413,3.6,7.1,10.6,1.9,1.4,1.5,2.2,3.9,6.9
1978-79,27,CLE,NBA,PF,55,NA,1301,3.2,7.2,0.44,NA,NA,NA,3.2,7.2,0.44,0.6,1.3,0.479,3.5,6.8,10.2,2,1.3,1.5,2.2,3.8,6.9
1978-79,27,DET,NBA,PF,25,NA,310,3.1,7,0.45,NA,NA,NA,3.1,7,0.45,0.3,1.7,0.2,3.9,8.2,12.2,1.5,1.5,1.2,2.2,4.4,6.6
1979-80,28,POR,NBA,PF,67,NA,1016,3.2,6.5,0.489,0,0.2,0,3.2,6.3,0.503,0.5,1,0.483,3.6,5.5,9.1,2.7,1.5,1.5,1.7,4.6,6.9
1980-81,29,LAL,NBA,PF,78,NA,1107,3.3,6.4,0.513,0,0.1,0,3.3,6.3,0.518,0.5,1.3,0.375,4.1,5,9.1,1.8,1.4,1.9,1.6,5.1,7.1
1981-82,30,LAL,NBA,PF,71,9,966,3,6.5,0.463,0,0.2,0.167,3,6.3,0.473,0.3,0.7,0.368,4,5.9,9.8,1.6,1.5,1.7,1.4,4.7,6.3
Career,NA,,NBA,,703,9,15936,4,9,0.448,0,0.2,0.077,4,9,0.449,1.2,2.1,0.571,3.7,6.3,10.1,2.3,1.3,1.2,1.8,3.5,9.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,CLE,NBA,,462,NA,12537,4.3,9.7,0.441,NA,NA,NA,4.3,9.7,0.441,1.4,2.4,0.595,3.7,6.5,10.2,2.4,1.2,1,2.1,3.1,9.9
2 seasons,NA,LAL,NBA,,149,9,2073,3.2,6.5,0.489,0,0.1,0.125,3.1,6.3,0.497,0.4,1,0.373,4,5.4,9.5,1.7,1.4,1.8,1.5,4.9,6.7
1 season,NA,POR,NBA,,67,NA,1016,3.2,6.5,0.489,0,0.2,0,3.2,6.3,0.503,0.5,1,0.483,3.6,5.5,9.1,2.7,1.5,1.5,1.7,4.6,6.9
1 season,NA,DET,NBA,,25,NA,310,3.1,7,0.45,NA,NA,NA,3.1,7,0.45,0.3,1.7,0.2,3.9,8.2,12.2,1.5,1.5,1.2,2.2,4.4,6.6
