Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,24,CLE,NBA,PF,13,NA,489,44,101,0.436,NA,NA,NA,44,101,0.436,0.436,26,48,0.542,40,100,140,37,13,12,NA,34,114
1976-77,25,CLE,NBA,PF,3,NA,113,11,27,0.407,NA,NA,NA,11,27,0.407,0.407,1,1,1,11,25,36,5,4,4,NA,11,23
1977-78,26,CLE,NBA,PF,1,NA,9,0,1,0,NA,NA,NA,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0
1979-80,28,POR,NBA,PF,3,NA,67,10,10,1,0,0,NA,10,10,1,1,1,3,0.333,6,10,16,3,5,2,1,6,21
1980-81,29,LAL,NBA,PF,3,NA,7,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,1,1,0,0,0,0,1,0
1981-82,30,LAL,NBA,PF,8,NA,57,3,6,0.5,0,0,NA,3,6,0.5,0.5,0,0,NA,4,7,11,4,2,6,4,5,6
Career,NA,,NBA,,31,NA,742,68,145,0.469,0,0,NA,68,145,0.469,0.469,28,54,0.519,61,143,204,49,24,24,5,59,164
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CLE,NBA,,17,NA,611,55,129,0.426,NA,NA,NA,55,129,0.426,0.426,27,51,0.529,51,125,176,42,17,16,0,47,137
2 seasons,NA,LAL,NBA,,11,NA,64,3,6,0.5,0,0,NA,3,6,0.5,0.5,0,0,NA,4,8,12,4,2,6,4,6,6
1 season,NA,POR,NBA,,3,NA,67,10,10,1,0,0,NA,10,10,1,1,1,3,0.333,6,10,16,3,5,2,1,6,21
