Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,24,DLC,ABA,C,77,NA,28.2,3.2,8.1,0.395,0,0,NA,3.2,8.1,0.395,0.395,1.5,2.8,0.542,3.5,7,10.5,0.8,1.5,4.3,7.9
1969-70,25,TOT,ABA,C,70,NA,17,1.5,4.1,0.37,0,0,0,1.5,4,0.372,0.37,0.8,1.3,0.596,1.9,3.9,5.8,0.8,1.2,2.6,3.8
1969-70,25,DLC,ABA,C,48,NA,20.1,1.9,4.8,0.397,0,0,0,1.9,4.8,0.398,0.397,1,1.6,0.615,2.1,4.8,6.9,1.1,1.4,3.1,4.8
1969-70,25,PTP,ABA,C,6,NA,9.8,0.7,2,0.333,0,0,NA,0.7,2,0.333,0.333,0.5,1.5,0.333,0.3,2.2,2.5,0.5,0.7,1,1.8
1969-70,25,NYA,ABA,C,16,NA,10.3,0.6,2.5,0.225,0,0.1,0,0.6,2.4,0.231,0.225,0.3,0.4,0.714,1.7,2.1,3.8,0.2,0.8,1.9,1.4
Career,NA,,ABA,,147,NA,22.9,2.4,6.2,0.387,0,0,0,2.4,6.2,0.388,0.387,1.2,2.1,0.558,2.7,5.5,8.3,0.8,1.4,3.5,5.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DLC,ABA,,125,NA,25.1,2.7,6.8,0.395,0,0,0,2.7,6.8,0.396,0.395,1.3,2.3,0.562,3,6.1,9.1,0.9,1.5,3.8,6.7
1 season,NA,NYA,ABA,,16,NA,10.3,0.6,2.5,0.225,0,0.1,0,0.6,2.4,0.231,0.225,0.3,0.4,0.714,1.7,2.1,3.8,0.2,0.8,1.9,1.4
1 season,NA,PTP,ABA,,6,NA,9.8,0.7,2,0.333,0,0,NA,0.7,2,0.333,0.333,0.5,1.5,0.333,0.3,2.2,2.5,0.5,0.7,1,1.8
