,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,24,DLC,ABA,,8,,0,,,,2,4,,,,,,,17
1969-70,25,TOT,ABA,,0,,0,,,,0,0,,,,,,,0
1969-70,25,NYA,ABA,,0,,0,,,,0,0,,,,,,,0
Career,,,,,8,,0,,,,2,4,,,,,,,17
1 Season,,DLC,ABA,,8,,0,,,,2,4,,,,,,,17
1 Season,,NYA,ABA,,0,,0,,,,0,0,,,,,,,0
