Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,24,DLC,ABA,C,77,NA,2172,246,623,0.395,0,0,NA,246,623,0.395,0.395,116,214,0.542,271,538,809,58,117,328,608
1969-70,25,TOT,ABA,C,70,NA,1190,105,284,0.37,0,2,0,105,282,0.372,0.37,56,94,0.596,130,274,404,58,85,185,266
1969-70,25,DLC,ABA,C,48,NA,966,92,232,0.397,0,1,0,92,231,0.398,0.397,48,78,0.615,101,228,329,52,68,149,232
1969-70,25,PTP,ABA,C,6,NA,59,4,12,0.333,0,0,NA,4,12,0.333,0.333,3,9,0.333,2,13,15,3,4,6,11
1969-70,25,NYA,ABA,C,16,NA,165,9,40,0.225,0,1,0,9,39,0.231,0.225,5,7,0.714,27,33,60,3,13,30,23
Career,NA,,ABA,,147,NA,3362,351,907,0.387,0,2,0,351,905,0.388,0.387,172,308,0.558,401,812,1213,116,202,513,874
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DLC,ABA,,125,NA,3138,338,855,0.395,0,1,0,338,854,0.396,0.395,164,292,0.562,372,766,1138,110,185,477,840
1 season,NA,NYA,ABA,,16,NA,165,9,40,0.225,0,1,0,9,39,0.231,0.225,5,7,0.714,27,33,60,3,13,30,23
1 season,NA,PTP,ABA,,6,NA,59,4,12,0.333,0,0,NA,4,12,0.333,0.333,3,9,0.333,2,13,15,3,4,6,11
