,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1974-75,22,INA,ABA,,11,,1,,,,5,6,,,,,,,,,23,
1975-76,23,INA,ABA,,15,,0,,,,10,10,,,,,,,,,35,
1976-77,24,IND,NBA,,3,,,,,,2,2,,,,,,,,,7,
1977-78,25,IND,NBA,,7,,,,,,7,9,,,,,,,,,19,
1978-79,26,IND,NBA,,7,,,,,,7,8,,,,,,,,,17,
1979-80,27,KCK,NBA,,7,,0,,,,9,9,,,,,,,,,23,
1980-81,28,MIL,NBA,,5,,0,,,,4,8,,,,,,,,,12,
1981-82,29,NJN,NBA,,9,,0,,,,9,10,,,,,,,,,25,
1982-83,30,NJN,NBA,,6,10,0,,6,,5,6,,,,,,,,,13,
1983-84,31,NYK,NBA,,3,6,0,0,3,6,4,4,5,5,6,3,2,2,2,6,8,7.2
Career,,,TOT,,15,,,,,,10,10,,,,,,,,,35,
,,,NBA,,9,,,,,,9,10,,,,,,,,,25,
,,,ABA,,15,,1,,,,10,10,,,,,,,,,35,
,,,,,,,,,,,,,,,,,,,,,,
5 Seasons,,"INA,IND",ABA,,15,,,,,,10,10,,,,,,,,,35,
2 Seasons,,NJN,NBA,,9,,0,,,,9,10,,,,,,,,,25,
1 Season,,MIL,NBA,,5,,0,,,,4,8,,,,,,,,,12,
1 Season,,NYK,NBA,,3,6,0,0,3,6,4,4,5,5,6,3,2,2,2,6,8,7.2
1 Season,,KCK,NBA,,7,,0,,,,9,9,,,,,,,,,23,
