,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2002-03,24,WAS,NBA,PG,42,647,67%,33%,,,,-2.5,-1.7,23,15,23,2,13,0,84,4,18
2003-04,25,WAS,NBA,SG,71,1478,8%,90%,3%,,,-7.5,-2.4,50,37,34,5,49,0,303,5,34
2004-05,26,WAS,NBA,SG,63,1054,32%,66%,2%,,,-4.2,-5.4,29,24,44,6,34,0,255,8,18
2005-06,27,POR,NBA,SG,76,1920,28%,71%,1%,,,-10.3,+1.4,48,41,63,7,69,9,316,18,42
2006-07,28,TOT,NBA,SG,81,1926,11%,88%,1%,,,-3.3,-2.0,36,23,79,20,44,14,275,12,34
2006-07,28,POR,NBA,SG,55,1243,17%,82%,1%,,,-4.4,+0.9,31,17,50,15,28,7,182,8,21
2006-07,28,TOR,NBA,SG,26,683,1%,98%,2%,,,-1.6,-3.4,5,6,29,5,16,7,93,4,13
2007-08,29,TOT,NBA,PG,53,668,91%,9%,,,,+7.9,+2.1,31,14,29,3,10,5,211,1,16
2007-08,29,TOR,NBA,PG,36,424,86%,14%,,,,0.0,-3.8,19,10,19,1,8,4,141,1,8
2007-08,29,DET,NBA,PG,17,244,100%,,,,,+22.0,+14.3,12,4,10,2,2,1,70,0,8
2008-09,30,WAS,NBA,PG,50,816,100%,,,,,-9.3,-1.2,45,17,36,1,12,3,255,3,11
Career,,,NBA,,436,8509,36%,63%,1%,,,-5.4,-1.3,262,171,308,44,231,31,1699,51,173
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,WAS,NBA,,226,3995,43%,56%,1%,,,-6.2,-2.8,147,93,137,14,108,3,897,20,81
2 seasons,,POR,NBA,,131,3163,24%,76%,1%,,,-8.0,+1.3,79,58,113,22,97,16,498,26,63
2 seasons,,TOR,NBA,,62,1107,33%,66%,1%,,,-1.0,-3.5,24,16,48,6,24,11,234,5,21
1 season,,DET,NBA,,17,244,100%,,,,,+22.0,+14.3,12,4,10,2,2,1,70,0,8
