Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002-03,24,WAS,NBA,PG,42,3,15.4,2.5,6.5,0.384,0.6,2,0.298,1.9,4.5,0.422,0.43,0.9,1.1,0.804,0.3,1.4,1.7,1,0.6,0.1,1,1.3,6.4
2003-04,25,WAS,NBA,SG,71,16,20.8,3.5,9,0.388,0.8,2.8,0.298,2.6,6.2,0.428,0.434,1.6,2,0.799,0.4,1.7,2.1,1.9,1.2,0.1,1.5,1.6,9.4
2004-05,26,WAS,NBA,SG,63,4,16.7,3,7.1,0.416,0.8,2.3,0.327,2.2,4.8,0.46,0.47,1.4,1.5,0.897,0.5,1.4,1.9,1.8,0.7,0.1,1.1,1.6,8
2005-06,27,POR,NBA,SG,76,42,25.3,4.7,10.8,0.435,0.9,2.2,0.382,3.8,8.6,0.449,0.474,2.1,2.6,0.804,0.4,1.9,2.3,2,0.8,0.1,1.5,2.1,12.3
2006-07,28,TOT,NBA,SG,81,6,23.8,3.7,8.7,0.425,1,2.8,0.35,2.7,5.9,0.461,0.482,1.2,1.4,0.871,0.3,1.6,2,1.5,0.9,0.1,1.2,2.2,9.6
2006-07,28,POR,NBA,SG,55,1,22.6,3.4,8.1,0.426,0.9,2.6,0.364,2.5,5.5,0.455,0.484,1.1,1.3,0.833,0.3,1.3,1.5,1.5,0.9,0.1,1.4,2,8.9
2006-07,28,TOR,NBA,SG,26,5,26.3,4.2,10,0.425,1,3.2,0.325,3.2,6.8,0.472,0.477,1.6,1.7,0.932,0.4,2.4,2.8,1.6,1,0.1,0.9,2.5,11.1
2007-08,29,TOT,NBA,PG,53,0,12.6,2,4.9,0.411,0.6,1.4,0.417,1.4,3.5,0.409,0.469,0.4,0.5,0.808,0.3,1.1,1.4,1.8,0.4,0,1,1.2,5
2007-08,29,TOR,NBA,PG,36,0,11.8,1.6,4.4,0.369,0.5,1.1,0.436,1.2,3.4,0.347,0.422,0.5,0.5,0.947,0.3,1.1,1.3,1.8,0.6,0.1,1,1.1,4.3
2007-08,29,DET,NBA,PG,17,0,14.4,2.8,5.8,0.48,0.8,1.9,0.394,2,3.8,0.523,0.546,0.2,0.4,0.429,0.4,1.3,1.6,1.9,0,0,1.1,1.4,6.5
2008-09,30,WAS,NBA,PG,50,6,16.3,2,5.1,0.395,0.5,1.5,0.333,1.5,3.6,0.42,0.443,0.7,0.8,0.872,0.2,1.2,1.3,2.4,0.7,0.1,1.4,1.5,5.2
Career,NA,,NBA,,436,77,19.5,3.2,7.8,0.413,0.8,2.2,0.341,2.5,5.6,0.442,0.461,1.3,1.5,0.833,0.4,1.5,1.9,1.8,0.8,0.1,1.3,1.7,8.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,WAS,NBA,,226,29,17.7,2.8,7.1,0.396,0.7,2.2,0.312,2.1,4.9,0.435,0.445,1.2,1.4,0.838,0.4,1.4,1.8,1.8,0.8,0.1,1.3,1.5,7.5
2 seasons,NA,POR,NBA,,131,43,24.1,4.2,9.7,0.432,0.9,2.4,0.374,3.3,7.3,0.451,0.478,1.6,2,0.812,0.4,1.6,2,1.8,0.8,0.1,1.5,2.1,10.9
2 seasons,NA,TOR,NBA,,62,5,17.9,2.7,6.8,0.403,0.7,2,0.361,2,4.8,0.421,0.456,1,1,0.937,0.3,1.6,1.9,1.7,0.8,0.1,1,1.7,7.1
1 season,NA,DET,NBA,,17,0,14.4,2.8,5.8,0.48,0.8,1.9,0.394,2,3.8,0.523,0.546,0.2,0.4,0.429,0.4,1.3,1.6,1.9,0,0,1.1,1.4,6.5
