,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,19,HOU,NBA,PF,73,1896,,,,63%,37%,-4.7,+1.6,24,14,71,4,37,0,121,7,43
2002-03,20,HOU,NBA,PF,77,1890,,,,93%,7%,+4.4,+5.4,36,21,86,9,44,0,193,6,40
2004-05,22,MIN,NBA,PF,70,1492,,,,93%,6%,+4.5,+4.6,28,13,89,3,34,0,115,6,33
2005-06,23,MIN,NBA,C,70,1359,,,,15%,85%,-5.6,-5.2,14,16,82,4,35,3,85,8,26
2006-07,24,MIN,NBA,PF,13,92,,,,43%,57%,-43.6,-40.3,1,2,3,2,4,2,8,1,5
Career,,,NBA,,303,6729,,,,68%,32%,-0.8,+1.4,103,66,331,22,154,5,522,28,147
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIN,NBA,,153,2943,,,,56%,44%,-1.7,-1.3,43,31,174,9,73,5,208,15,64
2 seasons,,HOU,NBA,,150,3786,,,,78%,22%,-0.2,+3.5,60,35,157,13,81,0,314,13,83
