Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,23,GSW,NBA,PF,15,NA,17.1,3.1,5.2,0.603,0.6,1.1,0.563,1.3,3.5,4.9,0.7,0.5,0,NA,1.9,6.9
1975-76,24,GSW,NBA,PF,12,NA,14.4,2.6,5.2,0.5,1.2,1.4,0.824,1.5,2,3.5,0.5,0.2,0.1,NA,2.3,6.3
Career,NA,,NBA,,27,NA,15.9,2.9,5.2,0.557,0.9,1.2,0.697,1.4,2.9,4.3,0.6,0.4,0,NA,2,6.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,GSW,NBA,,27,NA,15.9,2.9,5.2,0.557,0.9,1.2,0.697,1.4,2.9,4.3,0.6,0.4,0,NA,2,6.6
