Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22,GSW,NBA,PF,66,NA,930,4.5,9,0.494,2,2.6,0.773,4.8,8.4,13.1,2.1,0.7,0.6,NA,4.3,10.9
1974-75,23,GSW,NBA,PF,80,NA,1859,5.3,11,0.482,1.3,1.9,0.667,3.7,7,10.7,2.4,1,0.4,NA,3.9,11.9
1975-76,24,GSW,NBA,PF,79,NA,1207,6.6,14.1,0.465,1.8,2.4,0.785,3.4,7,10.4,2.5,0.8,0.3,NA,4.2,15
1976-77,25,GSW,NBA,PF,49,NA,856,6.6,14.5,0.458,1.9,2.6,0.738,4.2,5.9,10.1,2.6,0.8,0.5,NA,4.2,15.2
1977-78,26,TOT,NBA,PF,47,NA,493,6.4,14.5,0.439,2.2,2.6,0.833,2.6,4.5,7.1,1.5,1,0.3,2.9,4.1,14.9
1977-78,26,GSW,NBA,PF,22,NA,273,7.9,17.1,0.462,2.1,2.2,0.941,2.8,3.7,6.5,1.5,1.3,0.3,2.2,3.8,17.9
1977-78,26,CHI,NBA,PF,25,NA,220,4.4,11.1,0.397,2.3,3.1,0.737,2.5,5.4,7.9,1.6,0.7,0.3,3.8,4.4,11.1
Career,NA,,NBA,,321,NA,5345,5.8,12.2,0.47,1.7,2.3,0.745,3.8,6.8,10.6,2.3,0.9,0.4,2.9,4.1,13.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,GSW,NBA,,296,NA,5125,5.8,12.3,0.473,1.7,2.3,0.745,3.8,6.9,10.7,2.4,0.9,0.4,2.2,4.1,13.3
1 season,NA,CHI,NBA,,25,NA,220,4.4,11.1,0.397,2.3,3.1,0.737,2.5,5.4,7.9,1.6,0.7,0.3,3.8,4.4,11.1
