Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22,GSW,NBA,PF,66,NA,14.1,1.7,3.5,0.494,0.8,1,0.773,1.9,3.3,5.1,0.8,0.3,0.2,NA,1.7,4.3
1974-75,23,GSW,NBA,PF,80,NA,23.2,3.4,7.1,0.482,0.8,1.2,0.667,2.4,4.5,6.9,1.6,0.7,0.2,NA,2.5,7.7
1975-76,24,GSW,NBA,PF,79,NA,15.3,2.8,6,0.465,0.8,1,0.785,1.4,3,4.4,1.1,0.3,0.1,NA,1.8,6.4
1976-77,25,GSW,NBA,PF,49,NA,17.5,3.2,7,0.458,0.9,1.2,0.738,2,2.9,4.9,1.3,0.4,0.2,NA,2.1,7.4
1977-78,26,TOT,NBA,PF,47,NA,10.5,1.9,4.2,0.439,0.6,0.8,0.833,0.8,1.3,2.1,0.4,0.3,0.1,0.9,1.2,4.3
1977-78,26,GSW,NBA,PF,22,NA,12.4,2.7,5.9,0.462,0.7,0.8,0.941,1,1.3,2.2,0.5,0.5,0.1,0.8,1.3,6.2
1977-78,26,CHI,NBA,PF,25,NA,8.8,1.1,2.7,0.397,0.6,0.8,0.737,0.6,1.3,1.9,0.4,0.2,0.1,0.9,1.1,2.7
Career,NA,,NBA,,321,NA,16.7,2.7,5.7,0.47,0.8,1.1,0.745,1.8,3.2,4.9,1.1,0.4,0.2,0.9,1.9,6.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,GSW,NBA,,296,NA,17.3,2.8,5.9,0.473,0.8,1.1,0.745,1.9,3.3,5.2,1.1,0.4,0.2,0.8,2,6.4
1 season,NA,CHI,NBA,,25,NA,8.8,1.1,2.7,0.397,0.6,0.8,0.737,0.6,1.3,1.9,0.4,0.2,0.1,0.9,1.1,2.7
