,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,23,CHI,NBA,SF,47,893,1%,36%,62%,2%,,-7.0,-0.1,23,11,46,9,49,0,128,9,30
2004-05,24,DET,NBA,SF,47,472,,3%,95%,2%,,-2.5,-8.0,12,7,29,0,23,0,52,2,7
2005-06,25,MIN,NBA,SF,36,265,,12%,56%,31%,,-11.4,-9.9,1,5,19,6,19,4,33,1,9
2006-07,26,DET,NBA,SF,19,94,,,84%,16%,,+3.3,-1.5,1,2,5,0,3,1,10,1,2
2007-08,27,TOT,NBA,SF,5,21,,8%,61%,31%,,+11.6,+12.3,0,0,0,0,0,0,2,0,0
2007-08,27,DET,NBA,SF,1,3,,,100%,,,+40.0,+31.4,0,0,0,0,0,0,0,0,0
2007-08,27,SEA,NBA,SF,4,18,,9%,55%,36%,,+7.1,+16.2,0,0,0,0,0,0,2,0,0
2010-11,30,TOR,NBA,SF,3,13,,54%,36%,10%,,-20.0,-13.2,0,0,0,0,0,0,3,0,1
Career,,,NBA,,157,1758,,21%,71%,7%,,-5.8,-3.7,37,25,99,15,94,5,228,13,49
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,DET,NBA,,67,569,,3%,93%,4%,,-1.3,-6.7,13,9,34,0,26,1,62,3,9
1 season,,CHI,NBA,,47,893,1%,36%,62%,2%,,-7.0,-0.1,23,11,46,9,49,0,128,9,30
1 season,,MIN,NBA,,36,265,,12%,56%,31%,,-11.4,-9.9,1,5,19,6,19,4,33,1,9
1 season,,SEA,NBA,,4,18,,9%,55%,36%,,+7.1,+16.2,0,0,0,0,0,0,2,0,0
1 season,,TOR,NBA,,3,13,,54%,36%,10%,,-20.0,-13.2,0,0,0,0,0,0,3,0,1
