,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2006-07,18,UCLA,36,325,48,105,9,22,17,31,,28,24,14,1,,,122,.457,.409,.548,9.0,3.4,0.8,0.7
2007-08,19,UCLA,39,1318,182,391,26,77,107,150,,153,167,63,7,96,,497,.465,.338,.713,33.8,12.7,3.9,4.3
Career,,,75,1643,230,496,35,99,124,181,,181,191,77,8,96,,619,.464,.354,.685,21.9,8.3,2.4,2.5
