,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2008-09,20,OKC,NBA,PG,82,2668,.398,9.5,.882,.422,.116,.149,.195,.118,.415,.476,.323,.362,.379,.271,.252,.064,59,.514,.109,.357,3,0
2009-10,21,OKC,NBA,PG,82,2813,.418,9.5,.910,.393,.125,.172,.220,.090,.438,.533,.359,.340,.388,.221,.177,.030,26,.696,.183,.158,1,0
2010-11,22,OKC,NBA,PG,82,2847,.442,9.6,.926,.360,.186,.177,.204,.074,.451,.606,.306,.362,.385,.330,.169,.046,52,.294,.097,.000,0,0
2011-12,23,OKC,NBA,PG,66,2331,.457,11.8,.845,.291,.152,.190,.212,.155,.482,.631,.358,.404,.437,.316,.182,.049,48,.516,.056,.364,2,0
2012-13,24,OKC,NBA,PG,82,2861,.438,11.8,.805,.337,.128,.141,.199,.195,.466,.609,.289,.398,.387,.323,.191,.029,43,.588,.090,.333,2,0
2013-14,25,OKC,NBA,PG,46,1412,.437,12.9,.729,.331,.091,.137,.171,.271,.482,.592,.264,.444,.415,.318,.302,.044,30,.426,.075,.375,1,0
2014-15,26,OKC,NBA,PG,67,2302,.426,11.7,.804,.346,.105,.169,.184,.196,.457,.580,.310,.402,.363,.299,.185,.036,48,.512,.052,.267,2,0
2015-16,27,OKC,NBA,PG,80,2750,.454,10.9,.764,.377,.110,.171,.106,.236,.503,.596,.409,.429,.392,.296,.177,.054,69,.426,.100,.265,1,0
2016-17,28,OKC,NBA,PG,81,2802,.425,13.8,.700,.293,.067,.171,.167,.300,.459,.576,.305,.434,.345,.343,.136,.031,49,.350,.075,.409,1,0
2017-18,29,OKC,NBA,PG,80,2914,.449,11.3,.807,.375,.072,.151,.209,.193,.485,.611,.306,.382,.394,.298,.170,.043,57,.433,.055,.333,1,0
2018-19,30,OKC,NBA,PG,73,2630,.428,12.5,.721,.361,.088,.143,.129,.279,.481,.650,.208,.333,.358,.290,.170,.029,33,.613,.119,.367,0,0
2019-20,31,HOU,NBA,PG,53,1905,.474,10.1,.832,.413,.143,.128,.148,.168,.518,.640,.363,.422,.410,.254,.232,.043,39,.647,.199,.225,0,0
Career,,,NBA,,874,30235,.437,11.4,.806,.355,.113,.159,.178,.194,.469,.593,.321,.393,.386,.304,.188,.041,553,.480,.093,.306,14,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 seasons,,OKC,NBA,,821,28330,.434,11.5,.804,.351,.111,.162,.180,.196,.465,.588,.316,.391,.384,.308,.184,.041,514,.471,.086,.319,14,0
1 season,,HOU,NBA,,53,1905,.474,10.1,.832,.413,.143,.128,.148,.168,.518,.640,.363,.422,.410,.254,.232,.043,39,.647,.199,.225,0,0
