,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1981-82,19,UCIRVINE,29,452,44,88,,,33,45,,93,30,11,7,44,54,121,.500,,.733,15.6,4.2,3.2,1.0
1982-83,20,UCIRVINE,27,639,125,216,,,75,117,,161,27,13,7,50,73,325,.579,,.641,23.7,12.0,6.0,1.0
1983-84,21,UCIRVINE,29,817,151,236,,,65,118,,236,27,18,8,57,92,367,.640,,.551,28.2,12.7,8.1,0.9
Career,,,85,1908,320,540,,,173,280,,490,84,42,22,151,219,813,.593,,.618,22.4,9.6,5.8,1.0
