Season,Team,Lg,Salary
2015-16,Toronto Raptors,NBA,"$1,509,360"
2016-17,Toronto Raptors,NBA,"$1,577,280"
2017-18,Toronto Raptors,NBA,"$1,645,200"
2018-19,Memphis Grizzlies,NBA,"$2,536,898"
Career,(may be incomplete),,"$7,268,738"
