Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
K.J. McDaniels,,0.6,0.5,0.2
Negele Knight,89.7,0.6,0.5,0.1
Brad Davis,86.8,0.6,0.6,0.3
Tracy Moore,82.7,0.6,0.5,0.1
Darrin Hancock,81.4,0.5,0.4,0.2
Shabazz Napier,80.2,0.6,0.5,0.1
Mario West,75.8,0.5,0.4,0.3
Kennard Winchester,74.0,0.5,0.4,0.3
Markel Brown,73.9,0.6,0.5,0
JaKarr Sampson,73.7,0.8,0.6,0.1
Reggie Jordan,73.2,0.8,0.6,0.4
