Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,23,CAR,ABA,C,1,NA,20:00,11,15,0.733,0,0,NA,2,3,0.667,6,11,1,NA,NA,2,3,24
Career,NA,,ABA,,1,NA,20,11,15,0.733,0,0,NA,2,3,0.667,6,11,1,NA,NA,2,3,24
