Season,Team,Lg,Salary
1996-97,Los Angeles Lakers,NBA,"$220,000"
1997-98,Boston Celtics,NBA,"$2,000,000"
1998-99,Los Angeles Lakers,NBA,"$2,400,000"
1999-00,Los Angeles Lakers,NBA,"$2,800,000"
2000-01,New York Knicks,NBA,"$3,200,000"
2001-02,New York Knicks,NBA,"$3,600,000"
2002-03,New York Knicks,NBA,"$4,000,000"
2003-04,New York Knicks,NBA,"$4,402,500"
Career,(may be incomplete),,"$22,622,500"
