,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,23,DNR,ABA,,4,,0,,,,2,2,,,,,,,,,8
1970-71,24,DNR,ABA,,7,16,0,0,7,16,3,5,6,17,23,2,,3,3,4,17
1971-72,25,DNR,ABA,,6,,0,,,,2,5,,,,,,,,,14
1972-73,26,DNR,ABA,,7,,0,,,,5,7,,,,,,,,,19
1973-74,27,DNR,ABA,,1,1,0,0,1,1,0,0,1,5,6,0,2,1,1,4,2
Career,,,,,7,,0,,,,5,7,,,,,,,,,19
