Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,25,AND,NBA,NA,8,NA,NA,NA,NA,0.143,NA,NA,0.667,NA,NA,NA,NA
Career,NA,,NBA,NA,8,NA,NA,NA,NA,0.143,NA,NA,0.667,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,AND,NBA,NA,8,NA,NA,NA,NA,0.143,NA,NA,0.667,NA,NA,NA,NA
