Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,20,BOS,BAA,SF,21,NA,NA,116,315,0.368,72,115,0.626,NA,61,28,304
1949-50,21,BOS,NBA,SF,55,NA,NA,199,535,0.372,136,208,0.654,NA,145,92,534
1950-51,22,NYK,NBA,SF,61,NA,NA,111,286,0.388,78,125,0.624,153,74,102,300
1951-52,23,NYK,NBA,SF,52,NA,955,115,307,0.375,92,134,0.687,196,88,107,322
1952-53,24,BLB,NBA,SF,23,NA,380,45,142,0.317,44,67,0.657,75,31,59,134
Career,NA,,TOT,,212,NA,1335,586,1585,0.37,422,649,0.65,424,399,388,1594
,NA,,NBA,,191,NA,1335,470,1270,0.37,350,534,0.655,424,338,360,1290
,NA,,BAA,,21,NA,NA,116,315,0.368,72,115,0.626,NA,61,28,304
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYK,NBA,,113,NA,955,226,593,0.381,170,259,0.656,349,162,209,622
2 seasons,NA,BOS,BAA,,76,NA,NA,315,850,0.371,208,323,0.644,NA,206,120,838
1 season,NA,BLB,NBA,,23,NA,380,45,142,0.317,44,67,0.657,75,31,59,134
