Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,26,NOB,ABA,SF,17,402,14.5,0.499,0.019,0.561,NA,NA,11.2,7.4,13.8,20.8,NA,0.5,0.6,1,0.125
Career,NA,,ABA,,17,402,14.5,0.499,0.019,0.561,NA,NA,11.2,7.4,13.8,20.8,NA,0.5,0.6,1,0.125
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,NOB,ABA,,17,402,14.5,0.499,0.019,0.561,NA,NA,11.2,7.4,13.8,20.8,NA,0.5,0.6,1,0.125
