Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,23,LAL,NBA,SF,69,NA,1015,7.9,17.6,0.452,NA,NA,NA,7.9,17.6,0.452,2.4,3.3,0.731,NA,NA,7.4,1.6,NA,NA,NA,5.1,18.3
1969-70,26,PHO,NBA,SF,79,NA,1139,8.9,20.8,0.43,NA,NA,NA,8.9,20.8,0.43,2.9,4,0.728,NA,NA,6.9,1.7,NA,NA,NA,5.1,20.8
1970-71,27,ATL,NBA,SF,65,NA,1168,7.3,16.2,0.451,NA,NA,NA,7.3,16.2,0.451,3.3,4.1,0.791,NA,NA,7.6,1.9,NA,NA,NA,3.7,17.9
1971-72,28,BUF,NBA,SF,26,NA,369,7.6,17.6,0.433,NA,NA,NA,7.6,17.6,0.433,2.1,3.1,0.688,NA,NA,6.5,2.2,NA,NA,NA,3.8,17.4
1972-73,29,SDA,ABA,SF,43,NA,885,8.1,19,0.425,0.1,0.4,0.2,8,18.6,0.43,4.6,5.3,0.862,3.4,4.4,7.7,1.9,NA,NA,2.2,4.1,20.8
1973-74,30,SAA,ABA,SF,38,NA,579,5.8,12.8,0.456,0,0,NA,5.8,12.8,0.456,2.2,3,0.75,2.3,4.1,6.4,2.6,0.7,0.2,1.7,4.6,13.9
Career,NA,,TOT,,320,NA,5155,7.8,17.7,0.44,0,0.2,0.2,7.8,17.6,0.441,3,3.9,0.774,3,4.3,7.2,1.9,0.7,0.2,2,4.5,18.6
,NA,,NBA,,239,NA,3691,8,18.1,0.442,NA,NA,NA,8,18.1,0.442,2.8,3.7,0.747,NA,NA,7.2,1.8,NA,NA,NA,4.5,18.8
,NA,,ABA,,81,NA,1464,7.2,16.6,0.435,0,0.2,0.2,7.2,16.3,0.438,3.6,4.4,0.831,3,4.3,7.2,2.2,0.7,0.2,2,4.3,18.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PHO,NBA,,79,NA,1139,8.9,20.8,0.43,NA,NA,NA,8.9,20.8,0.43,2.9,4,0.728,NA,NA,6.9,1.7,NA,NA,NA,5.1,20.8
1 season,NA,LAL,NBA,,69,NA,1015,7.9,17.6,0.452,NA,NA,NA,7.9,17.6,0.452,2.4,3.3,0.731,NA,NA,7.4,1.6,NA,NA,NA,5.1,18.3
1 season,NA,ATL,NBA,,65,NA,1168,7.3,16.2,0.451,NA,NA,NA,7.3,16.2,0.451,3.3,4.1,0.791,NA,NA,7.6,1.9,NA,NA,NA,3.7,17.9
1 season,NA,SDA,ABA,,43,NA,885,8.1,19,0.425,0.1,0.4,0.2,8,18.6,0.43,4.6,5.3,0.862,3.4,4.4,7.7,1.9,NA,NA,2.2,4.1,20.8
1 season,NA,SAA,ABA,,38,NA,579,5.8,12.8,0.456,0,0,NA,5.8,12.8,0.456,2.2,3,0.75,2.3,4.1,6.4,2.6,0.7,0.2,1.7,4.6,13.9
1 season,NA,BUF,NBA,,26,NA,369,7.6,17.6,0.433,NA,NA,NA,7.6,17.6,0.433,2.1,3.1,0.688,NA,NA,6.5,2.2,NA,NA,NA,3.8,17.4
