,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,23,LAL,NBA,,11,,,,,,6,9,,,,,,,,,24
1969-70,26,PHO,NBA,,12,23,,,,,7,10,,,9,3,,,,6,31
1970-71,27,ATL,NBA,,14,,,,,,8,9,,,,,,,,,34
1971-72,28,BUF,NBA,,8,,,,,,4,7,,,,,,,,,19
1972-73,29,SDA,ABA,,12,,1,,,,12,14,,,,,,,,,30
1973-74,30,SAA,ABA,,7,,0,,,,4,6,,,,,,,,,16
Career,,,TOT,,14,,,,,,12,14,,,,,,,,,34
,,,NBA,,14,,,,,,8,10,,,,,,,,,34
,,,ABA,,12,,1,,,,12,14,,,,,,,,,30
,,,,,,,,,,,,,,,,,,,,,
1 Season,,PHO,NBA,,12,23,,,,,7,10,,,9,3,,,,6,31
1 Season,,LAL,NBA,,11,,,,,,6,9,,,,,,,,,24
1 Season,,ATL,NBA,,14,,,,,,8,9,,,,,,,,,34
1 Season,,SDA,ABA,,12,,1,,,,12,14,,,,,,,,,30
1 Season,,SAA,ABA,,7,,0,,,,4,6,,,,,,,,,16
1 Season,,BUF,NBA,,8,,,,,,4,7,,,,,,,,,19
