,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2009-10,22,NOH,NBA,48:00,15,23,3,5,12,20,9,10,3,12,13,20,5,1,10,5,35,24.9
2010-11,23,IND,NBA,39:50,12,18,4,6,10,18,9,11,3,6,6,13,5,2,6,6,30,29.0
2011-12,24,IND,NBA,40:48,10,16,2,6,9,15,7,7,2,7,8,12,4,2,7,5,25,23.5
2012-13,25,DAL,NBA,40:08,13,22,4,4,9,18,11,13,2,6,7,13,5,2,7,5,32,27.5
2013-14,26,LAC,NBA,43:22,9,17,3,8,8,16,9,9,5,5,8,10,5,3,6,6,28,22.7
2014-15,27,SAC,NBA,45:26,11,20,5,10,9,16,11,13,2,7,8,12,5,2,6,5,27,30.1
2015-16,28,SAC,NBA,47:01,11,17,4,6,9,14,9,9,2,7,7,13,3,1,8,5,27,23.1
2016-17,29,SAC,NBA,45:56,12,21,4,7,10,17,7,8,2,6,6,13,4,1,5,5,26,23.3
2017-18,30,IND,NBA,41:07,12,16,5,6,8,11,12,13,3,5,6,16,6,2,4,4,30,28.5
2018-19,31,IND,NBA,38:34,10,15,3,6,8,13,10,10,3,8,8,17,6,2,6,5,24,24.7
Career,,,,48:00,15,23,5,10,12,20,12,13,5,12,13,20,6,3,10,6,35,30.1
4 Seasons,,IND,NBA,41:07,12,18,5,6,10,18,12,13,3,8,8,17,6,2,7,6,30,29.0
3 Seasons,,SAC,NBA,47:01,12,21,5,10,10,17,11,13,2,7,8,13,5,2,8,5,27,30.1
1 Season,,DAL,NBA,40:08,13,22,4,4,9,18,11,13,2,6,7,13,5,2,7,5,32,27.5
1 Season,,LAC,NBA,43:22,9,17,3,8,8,16,9,9,5,5,8,10,5,3,6,6,28,22.7
1 Season,,NOH,NBA,48:00,15,23,3,5,12,20,9,10,3,12,13,20,5,1,10,5,35,24.9
