Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1973-74,24,KEN,ABA,C,8,NA,344,9.7,17.3,0.559,0,0,NA,9.7,17.3,0.559,5.2,9,0.576,6.4,13.9,20.3,3.8,1,4.1,4,2.7,24.5,NA,112,95
1974-75,25,KEN,ABA,C,15,NA,679,9.5,17.6,0.539,0,0,NA,9.5,17.6,0.539,7,9.1,0.772,5.4,13.5,18.9,2.7,1.1,2.2,4.2,4.2,25.9,NA,114,95
1975-76,26,KEN,ABA,C,10,NA,390,11.1,18.3,0.608,0,0,NA,11.1,18.3,0.608,6.7,8.8,0.757,6,12.2,18.2,2.3,1.3,4.3,5.3,5.9,28.9,NA,115,101
1976-77,27,CHI,NBA,C,3,NA,126,7.1,14.9,0.475,NA,NA,NA,7.1,14.9,0.475,6.7,8.5,0.783,5.6,8.9,14.5,2.2,1.1,3,NA,3.3,20.8,NA,NA,97
1980-81,31,CHI,NBA,C,6,NA,247,7,12.1,0.583,0,0,NA,7,12.1,0.583,7.7,11.1,0.691,4.8,8.7,13.5,2.4,1.2,3.4,3.4,3,21.7,NA,121,106
1982-83,33,SAS,NBA,C,11,NA,401,8.4,14.6,0.576,0,0,NA,8.4,14.6,0.576,3.5,5.1,0.696,4.1,11.6,15.7,2,1,3.8,3,5.1,20.4,NA,114,102
1984-85,35,SAS,NBA,C,5,5,185,7.2,12.9,0.558,0,0,NA,7.2,12.9,0.558,7.7,11.2,0.689,2.5,9.9,12.4,1.7,0.5,1.7,5.7,4.5,22.1,NA,100,114
1985-86,36,SAS,NBA,C,3,3,107,7.1,10.6,0.667,0,0,NA,7.1,10.6,0.667,3.5,6.2,0.571,3.1,4.9,8,1.3,3.1,0.4,4.4,4.9,17.7,NA,100,119
1987-88,38,BOS,NBA,C,14,0,86,2.4,4.8,0.5,0,0,NA,2.4,4.8,0.5,4.2,8.5,0.5,2.4,9.7,12.1,0.6,0,2.4,2.4,8.5,9.1,NA,94,108
Career,NA,,TOT,,75,8,2565,8.7,15.5,0.561,0,0,0,8.7,15.5,0.561,6,8.5,0.688,5,11.6,16.6,2.4,1.1,3.1,3.9,4.4,23.5,NA,113,101
,NA,,NBA,,42,8,1152,7.3,12.8,0.566,0,0,NA,7.3,12.8,0.566,5.4,8,0.68,3.9,9.7,13.6,1.9,1.1,2.9,3.3,4.6,20,NA,110,106
,NA,,ABA,,33,NA,1413,10,17.7,0.559,0,0,0,10,17.7,0.559,6.5,9,0.692,5.8,13.2,19,2.9,1.1,3.3,4.4,4.3,26.4,NA,114,97
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,KEN,ABA,,33,NA,1413,10,17.7,0.559,0,0,0,10,17.7,0.559,6.5,9,0.692,5.8,13.2,19,2.9,1.1,3.3,4.4,4.3,26.4,NA,114,97
3 seasons,NA,SAS,NBA,,19,8,693,7.9,13.6,0.582,0,0,NA,7.9,13.6,0.582,4.6,6.9,0.676,3.5,10.2,13.7,1.8,1.2,2.7,3.9,4.9,20.4,NA,108,108
1 season,NA,BOS,NBA,,14,0,86,2.4,4.8,0.5,0,0,NA,2.4,4.8,0.5,4.2,8.5,0.5,2.4,9.7,12.1,0.6,0,2.4,2.4,8.5,9.1,NA,94,108
2 seasons,NA,CHI,NBA,,9,NA,373,7.1,13.1,0.54,0,0,NA,7.1,13.1,0.54,7.3,10.2,0.718,5.1,8.7,13.8,2.4,1.2,3.3,2.2,3.1,21.4,NA,121,103
