Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1975-76,21,GSW,NBA,SG,32,NA,153,15.4,30.1,0.51,5.8,9,0.645,4.6,4.1,8.7,4.6,2.9,2.3,NA,9,36.5,NA,NA,93
1976-77,22,NYN,NBA,SG,52,NA,1481,12.7,28.4,0.447,6.1,8.8,0.688,2.1,2.7,4.8,2.9,2.4,0.8,NA,5.1,31.4,NA,NA,100
1977-78,23,NJN,NBA,SG,15,NA,343,8.7,18.9,0.46,3.2,3.7,0.862,2.6,3.7,6.3,4.7,2.8,1.6,5.4,6.4,20.6,NA,91,100
1978-79,24,DET,NBA,SG,4,NA,28,9.6,25.6,0.375,9.6,9.6,1,4.8,4.8,9.6,6.4,8,0,3.2,11.2,28.8,NA,109,94
Career,NA,,NBA,,103,NA,2005,12.1,26.8,0.453,5.6,7.9,0.704,2.4,3,5.5,3.4,2.6,1.1,1,5.7,29.8,NA,92,99
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"NYN,NJN",NBA,,67,NA,1824,11.9,26.5,0.449,5.5,7.8,0.704,2.2,2.9,5.1,3.3,2.5,1,1.1,5.4,29.3,NA,91,100
1 season,NA,GSW,NBA,,32,NA,153,15.4,30.1,0.51,5.8,9,0.645,4.6,4.1,8.7,4.6,2.9,2.3,NA,9,36.5,NA,NA,93
1 season,NA,DET,NBA,,4,NA,28,9.6,25.6,0.375,9.6,9.6,1,4.8,4.8,9.6,6.4,8,0,3.2,11.2,28.8,NA,109,94
