,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1975-76,21,GSW,NBA,,7,,2,4,,,,,,,,,15,
1976-77,22,NYN,NBA,,16,,12,18,,,,,,,,,44,
1977-78,23,NJN,NBA,,10,,5,6,,,,,,,,,25,
1978-79,24,DET,NBA,,2,,6,6,,,,,,,,,10,
Career,,,,,16,,12,18,,,,,,,,,44,
2 Seasons,,"NJN,NYN",NBA,,16,,12,18,,,,,,,,,44,
1 Season,,GSW,NBA,,7,,2,4,,,,,,,,,15,
1 Season,,DET,NBA,,2,,6,6,,,,,,,,,10,
