Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1975-76,21,GSW,NBA,SG,32,153,25,0.536,0.298,10.2,8.6,9.4,17.9,2.9,2.7,NA,NA,NA,0.4,0.3,0.6,0.196,NA,0.9,1.1,2,0.3
1976-77,22,NYN,NBA,SG,52,1481,18.2,0.487,0.31,4.4,6.3,5.3,12.3,2.4,1,NA,NA,NA,0.5,1.4,1.9,0.063,NA,0.9,-0.4,0.5,0.9
1977-78,23,NJN,NBA,SG,15,343,13.3,0.501,0.193,5.7,8.6,7.1,15.6,2.8,2,20.9,22.1,NA,-0.1,0.4,0.3,0.042,NA,-1.6,1,-0.6,0.1
1978-79,24,DET,NBA,SG,4,28,23.8,0.483,0.375,10.8,11.5,11.1,19.8,8,0,9.7,28.1,NA,0.1,0.1,0.1,0.221,NA,-3.4,1.1,-2.3,0.1
Career,NA,,NBA,,103,2005,18,0.493,0.295,5.1,6.9,6,13.4,2.6,1.3,19.9,22.6,NA,0.8,2.2,3,0.072,NA,0.4,0,0.4,1.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"NYN,NJN",NBA,,67,1824,17.3,0.489,0.294,4.6,6.7,5.6,12.9,2.5,1.2,20.9,22.1,NA,0.4,1.8,2.2,0.059,NA,0.4,-0.1,0.3,1.1
1 season,NA,GSW,NBA,,32,153,25,0.536,0.298,10.2,8.6,9.4,17.9,2.9,2.7,NA,NA,NA,0.4,0.3,0.6,0.196,NA,0.9,1.1,2,0.3
1 season,NA,DET,NBA,,4,28,23.8,0.483,0.375,10.8,11.5,11.1,19.8,8,0,9.7,28.1,NA,0.1,0.1,0.1,0.221,NA,-3.4,1.1,-2.3,0.1
