Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990-91,23,HOU,NBA,SG,37,0,202,7.7,20.1,0.381,0.9,3.4,0.263,6.8,16.8,0.404,3.9,4.8,0.815,1.6,3.7,5.3,4.8,1.1,0.2,3.6,4.3,20.1
1991-92,24,HOU,NBA,SG,48,0,378,7.5,18.2,0.414,0.8,2.7,0.286,6.8,15.5,0.436,2.4,2.6,0.926,2.1,2,4.1,3.1,1.6,0,2.3,3.7,18.2
1993-94,26,TOT,NBA,SG,5,0,14,0,18,0,0,0,NA,0,18,0,5.1,7.7,0.667,0,10.3,10.3,2.6,0,0,2.6,0,5.1
1993-94,26,UTA,NBA,SG,1,0,4,0,18,0,0,0,NA,0,18,0,9,9,1,0,9,9,0,0,0,0,0,9
1993-94,26,NJN,NBA,SG,4,0,10,0,18,0,0,0,NA,0,18,0,3.6,7.2,0.5,0,10.8,10.8,3.6,0,0,3.6,0,3.6
Career,NA,,NBA,,90,0,594,7.4,18.8,0.392,0.8,2.8,0.277,6.6,16,0.413,3,3.5,0.86,1.9,2.8,4.7,3.7,1.4,0.1,2.7,3.8,18.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,HOU,NBA,,85,0,580,7.6,18.9,0.401,0.8,2.9,0.277,6.8,16,0.424,2.9,3.4,0.87,1.9,2.6,4.5,3.7,1.4,0.1,2.7,3.9,18.9
1 season,NA,NJN,NBA,,4,0,10,0,18,0,0,0,NA,0,18,0,3.6,7.2,0.5,0,10.8,10.8,3.6,0,0,3.6,0,3.6
1 season,NA,UTA,NBA,,1,0,4,0,18,0,0,0,NA,0,18,0,9,9,1,0,9,9,0,0,0,0,0,9
