Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Linton Townes,,0.7,0,-0.1,NA
Samardo Samuels,93.9,0.7,0,-0.1,NA
Joby Wright,90.7,0.6,0,-0.1,NA
Alton Ford,75.6,0.8,0.1,-0.1,NA
Brian Quinnett,70.2,0.8,0.1,-0.1,NA
Okaro White,69.1,0.6,0.2,0,NA
Scott Roth,47.5,0.7,0.3,0.1,NA
Marcus Haislip,47.4,0.6,0.1,0,-0.2
Chris King,43.9,1.1,0,-0.1,NA
Terence Morris,43.1,0.9,0.2,-0.1,NA
Amal McCaskill,43.0,0.6,0,0,-0.2
