,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,26,SAS,NBA,SG,80,1685,4%,79%,17%,,,+3.4,-5.4,27,21,69,14,34,11,228,11,15
2011-12,27,SAS,NBA,SG,56,1206,45%,55%,,,,+5.4,-4.0,34,18,31,6,24,8,277,10,18
2012-13,28,SAS,NBA,SG,68,1484,36%,62%,2%,,,+4.0,-4.5,24,21,46,8,26,3,305,7,18
2013-14,29,TOT,NBA,SG,52,1114,7%,90%,3%,,,-8.8,-4.9,28,18,24,10,36,8,188,10,14
2013-14,29,MIL,NBA,SG,30,607,14%,82%,5%,,,-15.5,-7.7,18,11,10,5,17,6,103,4,8
2013-14,29,CHA,NBA,SG,22,507,,100%,,,,-0.6,-0.5,10,7,14,5,19,2,85,6,6
2014-15,30,TOT,NBA,SG,54,1193,10%,87%,4%,,,-5.3,+1.5,33,15,45,8,39,4,235,9,25
2014-15,30,CHO,NBA,SG,43,931,12%,85%,3%,,,-6.1,-3.4,31,12,37,6,32,2,190,6,21
2014-15,30,MIN,NBA,SG,11,262,,93%,7%,,,-2.6,+7.5,2,3,8,2,7,2,45,3,4
2015-16,31,WAS,NBA,SG,40,807,,85%,15%,,,-9.7,-11.6,10,12,22,5,21,2,112,6,11
2016-17,32,ATL,NBA,SG,2,18,65%,35%,,,,-15.7,-14.6,0,0,0,0,1,0,3,0,0
Career,,,NBA,,352,7507,18%,75%,7%,,,-0.8,-4.5,156,105,237,51,181,36,1348,53,101
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,SAS,NBA,,204,4375,26%,67%,7%,,,+4.2,-4.7,85,60,146,28,84,22,810,28,51
2 seasons,,"CHA,CHO",NBA,,65,1438,8%,90%,2%,,,-4.2,-2.4,41,19,51,11,51,4,275,12,27
1 season,,WAS,NBA,,40,807,,85%,15%,,,-9.7,-11.6,10,12,22,5,21,2,112,6,11
1 season,,MIL,NBA,,30,607,14%,82%,5%,,,-15.5,-7.7,18,11,10,5,17,6,103,4,8
1 season,,MIN,NBA,,11,262,,93%,7%,,,-2.6,+7.5,2,3,8,2,7,2,45,3,4
1 season,,ATL,NBA,,2,18,65%,35%,,,,-15.7,-14.6,0,0,0,0,1,0,3,0,0
