Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983-84,24,DAL,NBA,SF,8,NA,53,4.8,13.6,0.35,0,0,NA,4.8,13.6,0.35,0,0,NA,3.4,3.4,6.8,5.4,4.1,0.7,2,2.7,9.5
1984-85,25,DEN,NBA,SF,15,4,358,5,10.3,0.49,0.2,0.2,1,4.8,10.1,0.48,1.2,1.9,0.632,3,4.3,7.3,4.6,1.7,0.1,2.6,4.2,11.5
1985-86,26,DEN,NBA,SG,10,0,196,5.3,9.9,0.537,0.2,0.2,1,5.1,9.7,0.528,1.3,1.5,0.875,2.2,3.1,5.3,4,1.3,0,0.9,3.5,12.1
1986-87,27,CHI,NBA,SF,3,0,25,5.8,7.2,0.8,0,0,NA,5.8,7.2,0.8,0,0,NA,1.4,1.4,2.9,1.4,2.9,0,0,4.3,11.5
1987-88,28,CHI,NBA,SF,4,0,29,1.2,7.4,0.167,0,0,NA,1.2,7.4,0.167,0,0,NA,1.2,5,6.2,7.4,0,0,1.2,2.5,2.5
1988-89,29,DEN,NBA,SF,3,0,74,2.9,6.3,0.462,0,0.5,0,2.9,5.8,0.5,1,2.9,0.333,1,4.4,5.4,1.5,0.5,0,0,4.4,6.8
Career,NA,,NBA,,43,4,735,4.8,9.8,0.485,0.1,0.2,0.75,4.6,9.6,0.48,1,1.6,0.636,2.5,3.9,6.4,4.2,1.6,0.1,1.7,3.9,10.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DEN,NBA,,28,4,628,4.9,9.7,0.503,0.2,0.2,0.75,4.7,9.5,0.497,1.2,1.9,0.636,2.5,4,6.5,4.1,1.4,0.1,1.8,4,11.1
1 season,NA,DAL,NBA,,8,NA,53,4.8,13.6,0.35,0,0,NA,4.8,13.6,0.35,0,0,NA,3.4,3.4,6.8,5.4,4.1,0.7,2,2.7,9.5
2 seasons,NA,CHI,NBA,,7,0,54,3.3,7.3,0.455,0,0,NA,3.3,7.3,0.455,0,0,NA,1.3,3.3,4.7,4.7,1.3,0,0.7,3.3,6.7
