,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1969-70,22,MIL,NBA,,14,,,,,,9,13,,,,,,,,,31,
1970-71,23,MIL,NBA,,15,,,,,,12,15,,,,,,,,,39,
1971-72,24,MIL,NBA,,13,,,,,,10,13,,,,,,,,,31,
1972-73,25,MIL,NBA,,18,,,,,,9,14,,,,,,,,,38,
1973-74,26,MIL,NBA,,14,,,,,,10,12,,,16,10,,,,,32,
1974-75,27,MIL,NBA,,15,,,,,,11,12,,,,,,,,,33,
1975-76,28,MIL,NBA,,17,,,,,,11,13,,,16,,,,,,40,
1976-77,29,MIL,NBA,,14,,,,,,13,16,,,,,,,,,37,
1977-78,30,WSB,NBA,,14,,,,,,12,14,,,,,,,,,37,
1978-79,31,WSB,NBA,,16,,,,,,11,13,,,,,,,,,38,
1979-80,32,WSB,NBA,,14,,1,,,,9,13,,,,,,,,,31,
1980-81,33,WSB,NBA,,10,,0,,,,6,8,,,,,,,,,20,
1981-82,34,MIL,NBA,,5,12,0,,5,,3,4,,,3,3,2,1,3,5,11,
Career,,,,,18,,,,,,13,16,,,,,,,,,40,
9 Seasons,,MIL,NBA,,18,,,,,,13,16,,,,,,,,,40,
4 Seasons,,WSB,NBA,,16,,,,,,12,14,,,,,,,,,38,
