Season,Team,Lg,Salary
2005-06,Houston Rockets,NBA,"$48,630"
2006-07,Portland Trail Blazers,NBA,"$259,204"
2007-08,Indiana Pacers,NBA,"$770,610"
2008-09,Indiana Pacers,NBA,"$826,269"
2009-10,Charlotte Bobcats,NBA,"$884,881"
2010-11,New Jersey Nets,NBA,"$992,680"
Career,(may be incomplete),,"$3,782,274"
