,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,23,TOT,NBA,SG,22,175,1%,53%,45%,,,+6.8,+6.2,5,4,11,3,6,1,17,1,5
2005-06,23,HOU,NBA,SG,6,38,,8%,92%,,,+3.9,+5.5,3,1,2,1,0,0,8,0,1
2005-06,23,CHI,NBA,SG,3,20,,6%,94%,,,+0.4,-0.6,0,0,1,0,1,0,2,0,0
2005-06,23,CLE,NBA,SG,13,117,2%,76%,22%,,,+8.9,+6.5,2,3,8,2,5,1,7,1,4
2006-07,24,POR,NBA,SG,14,165,,31%,69%,,,-14.6,-10.0,2,2,10,6,4,0,11,1,3
2007-08,25,IND,NBA,SF,22,128,,17%,63%,18%,1%,+1.4,+3.1,4,3,5,1,7,2,20,2,2
2008-09,26,IND,NBA,SG,52,684,,76%,24%,,,-0.7,+0.5,16,8,40,13,30,2,71,6,17
2009-10,27,CHA,NBA,SG,70,804,,57%,41%,3%,,+0.7,-1.1,14,8,48,6,31,8,54,7,18
2010-11,28,NJN,NBA,SG,59,959,1%,50%,48%,1%,,-13.1,-7.9,13,11,50,11,20,4,89,4,7
Career,,,NBA,,239,2915,1%,55%,42%,2%,,-4.7,-2.8,54,36,164,40,98,17,262,21,52
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,IND,NBA,,74,812,,66%,30%,3%,,-0.4,+0.9,20,11,45,14,37,4,91,8,19
1 season,,CHA,NBA,,70,804,,57%,41%,3%,,+0.7,-1.1,14,8,48,6,31,8,54,7,18
1 season,,NJN,NBA,,59,959,1%,50%,48%,1%,,-13.1,-7.9,13,11,50,11,20,4,89,4,7
1 season,,POR,NBA,,14,165,,31%,69%,,,-14.6,-10.0,2,2,10,6,4,0,11,1,3
1 season,,CLE,NBA,,13,117,2%,76%,22%,,,+8.9,+6.5,2,3,8,2,5,1,7,1,4
1 season,,HOU,NBA,,6,38,,8%,92%,,,+3.9,+5.5,3,1,2,1,0,0,8,0,1
1 season,,CHI,NBA,,3,20,,6%,94%,,,+0.4,-0.6,0,0,1,0,1,0,2,0,0
