Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1977-78,21,WSB,NBA,SG,40,NA,384,6.6,18.6,0.354,7.4,11.1,0.667,2.4,3.6,6,6.2,1.6,0.6,7.2,4.5,20.6,NA,82,102
Career,NA,,NBA,,40,NA,384,6.6,18.6,0.354,7.4,11.1,0.667,2.4,3.6,6,6.2,1.6,0.6,7.2,4.5,20.6,NA,82,102
