Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1977-78,21,WSB,NBA,SG,40,384,9,0.438,0.596,5.4,8,6.7,18.6,1.6,0.6,23.4,26,NA,-0.7,0.3,-0.4,-0.045,NA,-3.2,-1.4,-4.6,-0.3
Career,NA,,NBA,,40,384,9,0.438,0.596,5.4,8,6.7,18.6,1.6,0.6,23.4,26,NA,-0.7,0.3,-0.4,-0.045,NA,-3.2,-1.4,-4.6,-0.3
