Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
John Shasky,,1.9,0.7,-0.1
Mike Novak,89.2,1.8,0.6,-0.2
Joel Przybilla,88.0,1.9,0.6,0.1
Paul Mokeski,86.5,1.7,0.8,-0.1
Chris Anstey,85.8,1.9,0.6,0.3
Ian Mahinmi,84.9,1.8,0.7,0.2
Adonal Foyle,82.8,1.9,1.1,-0.1
Audie Norris,82.0,1.9,1.1,-0.1
Calvin Booth,79.1,2.1,0.5,0.1
Walt Wesley,78.3,1.7,0.7,-0.4
Kendrick Perkins,78.2,2.3,0.7,0.1
