,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,31,LAC,NBA,C,82,1553,,,,13%,87%,+1.4,+7.8,45,12,127,6,49,0,170,7,15
2001-02,32,LAC,NBA,C,61,728,,,,14%,86%,-1.0,-0.5,11,4,72,4,12,0,53,3,5
2002-03,33,LAC,NBA,C,70,1344,,,,16%,84%,-11.7,-10.7,46,13,106,1,24,0,151,4,7
2003-04,34,TOT,NBA,C,55,595,,,,6%,95%,-5.3,-1.2,15,1,57,3,15,0,63,5,6
2003-04,34,NOH,NBA,C,35,325,,,,,100%,-2.5,-2.3,9,1,25,2,7,0,23,3,3
2003-04,34,ORL,NBA,C,20,270,,,,12%,88%,-8.6,-0.8,6,0,32,1,8,0,40,2,3
Career,,,NBA,,268,4220,,,,13%,87%,-4.1,-0.8,117,30,362,14,100,0,437,19,33
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAC,NBA,,213,3625,,,,14%,86%,-3.9,-0.7,102,29,305,11,85,0,374,14,27
1 season,,NOH,NBA,,35,325,,,,,100%,-2.5,-2.3,9,1,25,2,7,0,23,3,3
1 season,,ORL,NBA,,20,270,,,,12%,88%,-8.6,-0.8,6,0,32,1,8,0,40,2,3
