,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1988-89,19,ARIZONA,32,362,70,117,,,40,65,,88,18,6,18,30,53,180,.598,,.615,11.3,5.6,2.8,0.6
1989-90,20,ARIZONA,31,684,140,263,,,114,161,,151,31,14,49,57,80,394,.532,,.708,22.1,12.7,4.9,1.0
1990-91,21,ARIZONA,35,800,159,283,2,4,98,149,,198,43,16,43,75,81,418,.562,.500,.658,22.9,11.9,5.7,1.2
1991-92,22,ARIZONA,31,878,181,323,3,5,140,215,,214,54,27,32,68,83,505,.560,.600,.651,28.3,16.3,6.9,1.7
Career,,,129,2724,550,986,5,9,392,590,,651,146,63,142,230,297,1497,.558,.556,.664,21.1,11.6,5.0,1.1
