Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,PHI,NBA,SG,69,NA,808,3.5,9,0.389,2.2,3.6,0.605,NA,NA,3.7,4.7,NA,NA,3.7,9.2
1967-68,23,PHI,NBA,SG,82,NA,1612,4.2,8.8,0.483,2.6,3.4,0.776,NA,NA,4.1,4.3,NA,NA,3.8,11.1
1968-69,24,PHI,NBA,SF,72,NA,838,4,9.3,0.426,2.3,3.5,0.667,NA,NA,4,4.5,NA,NA,5.2,10.2
1969-70,25,PHI,NBA,SG,80,NA,1558,4.4,9.6,0.454,2.4,3.4,0.711,NA,NA,5,5.1,NA,NA,4.6,11.2
1970-71,26,TOT,NBA,SG,79,NA,2213,3.4,6.8,0.493,1.6,2.2,0.732,NA,NA,2.6,5.6,NA,NA,3.1,8.3
1970-71,26,PHI,NBA,SG,1,NA,5,0,0,NA,0,0,NA,NA,NA,7.2,0,NA,NA,0,0
1970-71,26,CHI,NBA,SG,78,NA,2208,3.4,6.8,0.493,1.6,2.3,0.732,NA,NA,2.6,5.6,NA,NA,3.1,8.4
1971-72,27,CIN,NBA,SG,61,NA,1975,3.5,7,0.496,1.2,1.5,0.771,NA,NA,2.6,5.9,NA,NA,2.7,8.1
1972-73,28,KCO,NBA,SG,79,NA,2846,4.1,7.1,0.57,0.9,1.1,0.822,NA,NA,3.1,5.1,NA,NA,2.4,9.1
1973-74,29,TOT,NBA,SG,75,NA,1871,3.8,7.6,0.492,0.8,1.2,0.65,0.6,1.7,2.3,4.6,1,0.4,2.9,8.3
1973-74,29,KCO,NBA,SG,9,NA,315,4.7,9.5,0.494,0.9,1.4,0.667,0.2,2.2,2.4,4.1,0.9,0.1,2.4,10.3
1973-74,29,HOU,NBA,SG,39,NA,1007,3.3,7.3,0.458,0.8,1,0.75,0.6,1.5,2.1,4.8,1,0.5,2.6,7.4
1973-74,29,BUF,NBA,SG,27,NA,549,4,7.2,0.555,0.7,1.3,0.5,0.8,1.8,2.6,4.5,1.2,0.4,3.7,8.7
1974-75,30,CHI,NBA,SG,82,NA,2089,4.4,8.6,0.51,1.3,1.8,0.757,0.4,2,2.4,3.1,0.8,0.3,2.7,10.1
1975-76,31,TOT,NBA,SG,56,NA,793,3.3,7.9,0.422,0.8,1.2,0.667,1,1.9,2.9,3.2,0.8,0.1,3.5,7.4
1975-76,31,CHI,NBA,SG,18,NA,278,4.7,9.6,0.486,1.2,1.4,0.818,0.5,1.6,2.1,3.6,0.6,0.1,3,10.5
1975-76,31,KCK,NBA,SG,38,NA,515,2.6,6.9,0.374,0.6,1.1,0.563,1.3,2,3.3,2.9,0.9,0.1,3.7,5.8
Career,NA,,NBA,,735,NA,16603,3.9,7.9,0.489,1.5,2.1,0.727,0.6,1.9,3.1,4.7,0.9,0.3,3.2,9.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,PHI,NBA,,304,NA,4821,4.1,9.2,0.448,2.4,3.5,0.706,NA,NA,4.3,4.6,NA,NA,4.3,10.7
4 seasons,NA,"CIN,KCO,KCK",NBA,,187,NA,5651,3.8,7.2,0.522,1,1.3,0.771,0.9,2.1,2.9,5.1,0.9,0.1,2.6,8.5
3 seasons,NA,CHI,NBA,,178,NA,4575,3.9,7.8,0.501,1.5,2,0.746,0.4,1.9,2.5,4.3,0.8,0.3,2.9,9.3
1 season,NA,HOU,NBA,,39,NA,1007,3.3,7.3,0.458,0.8,1,0.75,0.6,1.5,2.1,4.8,1,0.5,2.6,7.4
1 season,NA,BUF,NBA,,27,NA,549,4,7.2,0.555,0.7,1.3,0.5,0.8,1.8,2.6,4.5,1.2,0.4,3.7,8.7
