,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,PHI,NBA,,5,,4,6,,,,,,,,14
1967-68,23,PHI,NBA,,6,10,7,8,,,8,9,,,5,15
1968-69,24,PHI,NBA,,4,,4,5,,,,,,,,10
1969-70,25,PHI,NBA,,7,12,7,8,,,9,9,,,5,15
1970-71,26,TOT,NBA,,9,13,5,6,,,7,13,,,6,22
1970-71,26,PHI,NBA,,0,0,0,0,,,1,0,,,0,0
1970-71,26,CHI,NBA,,9,13,5,6,,,7,13,,,6,22
1971-72,27,CIN,NBA,,9,,6,7,,,,,,,,21
1972-73,28,KCO,NBA,,11,,4,4,,,,,,,,24
1973-74,29,TOT,NBA,,10,,4,5,,,,,,,,23
1973-74,29,KCO,NBA,,8,,2,4,,,,,,,,18
1973-74,29,HOU,NBA,,7,,4,5,,,,,,,,14
1973-74,29,BUF,NBA,,10,,3,3,,,,,,,,23
1974-75,30,CHI,NBA,,9,12,6,7,,,7,8,,,6,20
1975-76,31,TOT,NBA,,6,,3,4,,,,,,,,12
1975-76,31,CHI,NBA,,6,,2,3,,,,,,,,12
1975-76,31,KCK,NBA,,4,,3,4,,,,,,,,9
Career,,,,,11,,7,8,,,,,,,,24
5 Seasons,,PHI,NBA,,7,,7,8,,,,,,,,15
4 Seasons,,"CIN,KCK,KCO",NBA,,11,,6,7,,,,,,,,24
3 Seasons,,CHI,NBA,,9,,6,7,,,,,,,,22
1 Season,,HOU,NBA,,7,,4,5,,,,,,,,14
1 Season,,BUF,NBA,,10,,3,3,,,,,,,,23
